JTBD,BSci Intervention,Trigger,Minimum Condition,Parameters,CTA,Measurement,Notification Header,Notification Body,GPT Header Chars,GPT Body Chars,Real Header Chars,Real Body Chars
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule3,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = rain",-,manual log physical activity in the app,-,Good day [name]!,It's going to rain tomorrow. Plan and log an indoor workout for 'xx:xx'.,135,,16,72
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule3,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = rain",-,manual log physical activityin the app,-,"Hello [name], ready for tomorrow?",Rain's on the forecast for tomorrow. Log your indoor workout for 'xx:xx' in the app.,128,,33,84
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule3,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = rain",-,manual log physical activity in the app,-,"Hey [name], let's get proactive!","With rain expected tomorrow, plan and log an indoor workout for 'xx:xx'.",135,,32,72
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule3,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = rain",-,manual log physical activity in the app,-,"Hi [name], let's get moving!",Rain is expected tomorrow. Log your indoor workout for 'xx:xx' in the app.,134,,28,74
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule4,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = sunny",-,Perform physical activity,-,"Hi [name], let's plan ahead!",The forecast predicts sunshine tomorrow. Let's schedule an outdoor workout at 'xx:xx'.,120,,28,86
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule4,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = sunny",-,Perform physical activity,-,Good day [name]!,Sunny weather is expected tomorrow. How about planning an outdoor workout for 'xx:xx'?,133,,16,86
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule4,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = sunny",-,Perform physical activity,-,"Hello [name], ready for tomorrow?",Sunshine's on the way tomorrow. Let's schedule an outdoor workout for 'xx:xx'.,124,,33,78
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule4,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = sunny",-,Perform physical activity,-,"Hey [name], let's get proactive!","With sunshine expected tomorrow, let's plan an outdoor workout for 'xx:xx'.",129,,32,75
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule4,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = sunny",-,Perform physical activity,-,"Hi [name], let's get moving!",Don't let the sunshine go to waste. Plan an outdoor workout for 'xx:xx' tomorrow.,130,,28,81
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule4,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = sunny",-,manual log physical activity in the app,-,"Hi [name], let's plan ahead!",Sunshine is forecasted for tomorrow. Log an outdoor workout for 'xx:xx' in the app.,134,,28,83
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule4,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = sunny",-,manual log physical activity in the app,-,Good day [name]!,It's going to be sunny tomorrow. Plan and log an outdoor workout for 'xx:xx'.,135,,16,77
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule4,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = sunny",-,manuallog physical activity in the app,-,"Hello [name], ready for tomorrow?",Sunshine's on the forecast for tomorrow. Log your outdoor workout for 'xx:xx' in the app.,130,,33,89
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule4,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = sunny",-,manual log physical activity in the app,-,"Hey [name], let's get proactive!","With sunshine expected tomorrow, plan and log an outdoor workout for 'xx:xx'.",135,,32,77
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule4,time insensitive,"open time on calendar, time after 7:30 pm, forecast tomorrow = sunny",-,manual log physical activity in the app,-,"Hi [name], let's get moving!",Sunny weather is expected tomorrow. Log your outdoor workout for 'xx:xx' in the app.,134,,28,84
Help me make time to exercise in my schedule,"offer the user to workout at home now, cease the moment",returned home,"was out of house >4 hours, time = after 3 pm",-,Perform physical activity,-,"Hi [name], welcome home!",You've been out for a while. How about a quick workout at home now?,105,,24,67
Help me make time to exercise in my schedule,"offer the user to workout at home now, cease the moment",returned home,"was out of house >4 hours, time = after 3 pm",-,Perform physical activity,-,"Good to see you back, [name]!",Let's seize the moment with a quick home workout. Ready?,107,,29,56
Help me make time to exercise in my schedule,"offer the user to workout at home now, cease the moment",returned home,"was out of house >4 hours, time = after 3 pm",-,Perform physical activity,-,"Hello [name], back so soon?",Let's make the most of your time at home with a quick workout.,111,,27,62
Help me make time to exercise in my schedule,"offer the user to workout at home now, cease the moment",returned home,"was out of house >4 hours, time = after 3 pm",-,Perform physical activity,-,"Hey [name], home sweet home!",How about a quick workout to make the most of your time at home?,114,,28,64
Help me make time to exercise in my schedule,"offer the user to workout at home now, cease the moment",returned home,"was out of house >4 hours, time = after 3 pm",-,Perform physical activity,-,"Hi [name], good to have you back!",Let's seize the moment and do a quick workout at home.,108,,33,54
Help me make time to exercise in my schedule,"offer the user to workout at home now, cease the moment",returned home,"was out of house >4 hours, time = after 3 pm",-,manual log physical activity in the app,-,"Hi [name], welcome home!",Log a quick workout at home in the app. Let's make the most of your time!,119,,24,73
Help me make time to exercise in my schedule,"offer the user to workout at home now, cease the moment",returned home,"was out of house >4 hours, time = after 3 pm",-,manual log physical activity in the app,-,"Good to see you back, [name]!",How about logging a quick home workout in the app? Ready to go?,121,,29,63
Help me make time to exercise in my schedule,"offer the user to workout at home now, cease the moment",returned home,"was out of house >4 hours, time = after 3 pm",-,manual log physical activity in the app,-,"Hello [name], backso soon?",Let's make the most of your time at home. Log a quick workout in the app.,115,,26,73
Help me make time to exercise in my schedule,"offer the user to workout at home now, cease the moment",returned home,"was out of house >4 hours, time = after 3 pm",-,manual log physical activity in the app,-,"Hey [name], home sweet home!",How about logging a quick workout to make the most of your time at home?,118,,28,72
Help me make time to exercise in my schedule,"offer the user to workout at home now, cease the moment",returned home,"was out of house >4 hours, time = after 3 pm",-,manual log physical activity in the app,-,"Hi [name], good to have you back!",Seize the moment and log a quick workout at home in the app.,112,,33,60
Help me see a social norm around exercising/meeting the daily goal,you're not alone,time insensitive,-,-,Perform physical activity,-,"Hi [name], remember!",You're not alone in this journey. Many others are also working on their fitness goals. Let's do a workout now!,144,,20,110
Help me see a social norm around exercising/meeting the daily goal,you're not alone,time insensitive,-,-,Perform physical activity,-,Good day [name]!,"Just like you, many are striving to meet their fitness goals. How about a quick workout now?",136,,16,92
Help me see a social norm around exercising/meeting the daily goal,you're not alone,time insensitive,-,-,Perform physical activity,-,"Hello [name], keep going!","Remember, many others are also on their fitness journey. Let's do a workout now!",130,,25,80
Help me see a social norm around exercising/meeting the daily goal,you're not alone,time insensitive,-,-,Perform physical activity,-,"Hey [name], you're not alone!",Many others are also working towards their fitness goals. Let's get moving!,128,,29,75
Help me see a social norm around exercising/meeting the daily goal,you're not alone,time insensitive,-,-,Perform physical activity,-,"Hi [name], let's do this!","Like you, many others are also striving for fitness. Let's workout now!",125,,25,71
Help me see a social norm around exercising/meeting the daily goal,you're not alone,time insensitive,-,-,manual log physical activity in the app,-,"Hi [name], remember!",You're part of a community working on fitness goals. Log your workout in the app now.,138,,20,85
Help me see a social norm around exercising/meeting the daily goal,you're not alone,time insensitive,-,-,manual log physical activity in the app,-,Good day [name]!,"Like you, many are working towards fitness goals. Log your workout in the app.",130,,16,78
Help me see a social norm around exercising/meeting the daily goal,you're not alone,time insensitive,-,-,manual log physical activity in the app,-,"Hello [name], keep going!","Remember, you're part of a fitness community. Log your workout in the app now.",134,,25,78
Help me see a social norm around exercising/meeting the daily goal,you're not alone,time insensitive,-,-,manual log physical activity in the app,-,"Hey [name], you're not alone!",Many are on this fitness journey. Log your workout in the app!,126,,29,62
Help me see a social norm around exercising/meeting the daily goal,you're not alone,time insensitive,-,-,manual log physical activity in the app,-,"Hi [name], let's do this!",You're part of a community striving for fitness.Log your workout in the app now!,123,,25,80
Help me see my goals as achievable,remind user their goal is personalized to them,time insensitive,User has not completed weekly goals && at least 2 days left,-,Perform physical activity,-,"Hi [name], remember!",Your fitness goal is personalized to you. Let's work on it with some physical activity now!,134,,20,91
Help me see my goals as achievable,remind user their goal is personalized to them,time insensitive,User has not completed weekly goals && at least 2 days left,-,Perform physical activity,-,Good day [name]!,Your fitness goal is tailored to you. Let's make progress with a workout now!,130,,16,77
Help me see my goals as achievable,remind user their goal is personalized to them,time insensitive,User has not completed weekly goals && at least 2 days left,-,Perform physical activity,-,"Hello [name], keep going!",Your fitness goal is unique to you. Let's achieve it with some exercise now!,131,,25,76
Help me see my goals as achievable,remind user their goal is personalized to them,time insensitive,User has not completed weekly goals && at least 2 days left,-,Perform physical activity,-,"Hey [name], you can do it!",Your fitness goal is designed for you. Let's work towards it with a workout now!,134,,26,80
Help me see my goals as achievable,remind user their goal is personalized to them,time insensitive,User has not completed weekly goals && at least 2 days left,-,Perform physical activity,-,"Hi [name], let's do this!",Your fitness goal is personalized. Let's work on it with some physical activity!,130,,25,80
Help me see my goals as achievable,remind user their goal is personalized to them,time insensitive,User has not completed weekly goals && at least 2 days left,-,manual log physical activity in the app,-,"Hi [name], remember!",Your fitness goal is tailored to you. Log your workout in the app now.,126,,20,70
Help me see my goals as achievable,remind user their goal is personalized to them,time insensitive,User has not completed weekly goals && at least 2 days left,-,manual log physical activity in the app,-,Good day [name]!,Your fitness goal is unique to you. Log your workout in the app now.,125,,16,68
Help me see my goals as achievable,remind user their goal is personalized to them,time insensitive,User has not completed weekly goals && at least 2 days left,-,manual log physical activity in the app,-,"Hello [name], keep going!",Your fitness goal is designed for you. Log your workout in the app now.,128,,25,71
Help me see my goals as achievable,remind user their goal is personalized to them,time insensitive,User has not completed weekly goals && at least 2 days left,-,manual log physical activity in the app,-,"Hey [name], you can do it!",Your fitness goal is personalized. Log your workout in the app to make progress!,129,,26,80
Help me see my goals as achievable,remind user their goal is personalized to them,time insensitive,User has not completed weekly goals && at least 2 days left,-,manual log physical activity in the app,-,"Hi [name], let's do this!",Your fitness goal is tailored just for you. Log your workout in the app now.,128,,25,76
Help me see my goals as important,Link goal to better health,time insensitive,"user on app >5 days but <21 days, day of the week is Thursday, Friday or Saturday",-,Perform physical activity,-,"Hi [name], remember!",Your fitness goal is linked to better health. Let's work on it with some physical activity now!,134,,20,95
Help me see my goals as important,Link goal to better health,time insensitive,"user on app >5 days but <21 days, day of the week is Thursday, Friday or Saturday",-,Perform physical activity,-,Good day [name]!,Your fitness goal contributes to better health. Let's make progress with a workout now!,130,,16,87
Help me see my goals as important,Link goal to better health,time insensitive,"user on app >5 days but <21 days, day of the week is Thursday, Friday or Saturday",-,Perform physical activity,-,"Hello [name], keep going!",Your fitness goal is crucial for better health. Let's achieve it with some exercise now!,131,,25,88
Help me see my goals as important,Link goal to better health,time insensitive,"user on app >5 days but <21 days, day of the week is Thursday, Friday or Saturday",-,Perform physical activity,-,"Hey [name], you can do it!",Your fitness goal is tied to better health. Let's work towards it with a workout now!,134,,26,85
Help me see my goals as important,Link goal to better health,time insensitive,"user on app >5 days but <21 days, day of the week is Thursday, Friday or Saturday",-,Perform physical activity,-,"Hi [name], let's do this!",Your fitness goal is all about better health. Let's work on it with some physical activity!,130,,25,91
Help me see my goals as important,Link goal to better health,time insensitive,"user on app >5 days but <21 days, day of the week is Thursday, Friday or Saturday",-,manual log physical activity in the app,-,"Hi [name], remember!",Your fitness goal is linked to better health. Log your workout in the app now.,126,,20,78
Help me see my goals as important,Link goal to better health,time insensitive,"user on app >5 days but <21 days, day of the week is Thursday, Friday or Saturday",-,manual log physical activity in the app,-,Good day [name]!,Your fitness goal contributes to better health. Log your workout in the app.,130,,16,76
Help me see my goals as important,Link goal to better health,time insensitive,"user on app >5 days but <21 days, day of the week is Thursday, Friday or Saturday",-,manual log physical activity in the app,-,"Hello [name], keep going!",Your fitness goal is crucial forbetter health. Log your workout in the app now.,128,,25,79
Help me see my goals as important,Link goal to better health,time insensitive,"user on app >5 days but <21 days, day of the week is Thursday, Friday or Saturday",-,manual log physical activity in the app,-,"Hey [name], you can do it!",Your fitness goal is tied to better health. Log your workout in the app!,126,,26,72
Help me see my goals as important,Link goal to better health,time insensitive,"user on app >5 days but <21 days, day of the week is Thursday, Friday or Saturday",-,manual log physical activity in the app,-,"Hi [name], let's do this!",Your fitness goal is all about better health. Log your workout in the app now.,128,,25,78
Help me see my goals as important,Link goal to intrinsic motivation (long life),time insensitive,"At least 5 minutes remaining to daily goal, intrinsic motivation = long life, time = before 8 pm",-,Perform physical activity,-,"Hi [name], remember!","Your fitness goal is linked to a longer, healthier life. Let's work on it with some physical activity now!",143,,20,106
Help me see my goals as important,Link goal to intrinsic motivation (long life),time insensitive,"At least 5 minutes remaining to daily goal, intrinsic motivation = long life, time = before 8 pm",-,Perform physical activity,-,Good day [name]!,"Your fitness goal contributes to a long, healthy life. Let's make progress with a workout now!",139,,16,94
Help me see my goals as important,Link goal to intrinsic motivation (long life),time insensitive,"At least 5 minutes remaining to daily goal, intrinsic motivation = long life, time = before 8 pm",-,Perform physical activity,-,"Hello [name], keep going!","Your fitness goal is crucial for a long, healthy life. Let's achieve it with some exercise now!",140,,25,95
Help me see my goals as important,Link goal to intrinsic motivation (long life),time insensitive,"At least 5 minutes remaining to daily goal, intrinsic motivation = long life, time = before 8 pm",-,Perform physical activity,-,"Hey [name], you can do it!","Your fitness goal is tied to a longer, healthier life. Let's work towards it with a workout now!",143,,26,96
Help me see my goals as important,Link goal to intrinsic motivation (long life),time insensitive,"At least 5 minutes remaining to daily goal, intrinsic motivation = long life, time = before 8 pm",-,Perform physical activity,-,"Hi [name], let's do this!","Your fitness goal is all about a long, healthy life. Let's work on it with some physical activity!",139,,25,98
Help me see my goals as important,Link goal to intrinsic motivation (long life),time insensitive,"At least 5 minutes remaining to daily goal, intrinsic motivation = long life, time = before 8 pm",-,manual log physical activity in the app,-,"Hi [name], remember!","Your fitness goal is linked to a longer, healthier life. Log your workout in the app now.",135,,20,89
Help me see my goals as important,Link goal to intrinsic motivation (long life),time insensitive,"At least 5 minutes remaining to daily goal, intrinsic motivation = long life, time = before 8 pm",-,manual log physical activity in the app,-,Good day [name]!,"Your fitness goal contributes to a long, healthy life. Log your workout in the app.",139,,16,83
Help me see my goalsas important,Link goal to intrinsic motivation (long life),time insensitive,"At least 5 minutes remaining to daily goal, intrinsic motivation = long life, time = before 8 pm",-,manual log physical activity in the app,-,"Hello [name], keep going!","Your fitness goal is crucial for a long, healthy life. Log your workout in the app now.",137,,25,87
Help me see my goals as important,Link goal to intrinsic motivation (long life),time insensitive,"At least 5 minutes remaining to daily goal, intrinsic motivation = long life, time = before 8 pm",-,manual log physical activity in the app,-,"Hey [name], you can do it!","Your fitness goal is tied to a longer, healthier life. Log your workout in the app!",135,,26,83
Help me see my goals as important,Link goal to intrinsic motivation (long life),time insensitive,"At least 5 minutes remaining to daily goal, intrinsic motivation = long life, time = before 8 pm",-,manual log physical activity in the app,-,"Hi [name], let's do this!","Your fitness goal is all about a long, healthy life. Log your workout in the app now.",137,,25,85
Help me see my goals as important,Link goal to intrinsic motivation (dr told me),time insensitive,"User has not completed weekly goal, intrinsic motivation = dr told me, time = before 8 pm",-,Perform physical activity,-,"Hi [name], remember!",Your doctor believes in your fitness goal. Let's honor their trust with some physical activity now!,145,,20,99
Help me see my goals as important,Link goal to intrinsic motivation (dr told me),time insensitive,"User has not completed weekly goal, intrinsic motivation = dr told me, time = before 8 pm",-,Perform physical activity,-,Good day [name]!,Your doctor supports your fitness journey. Let's make them proud with a workout now!,134,,16,84
Help me see my goals as important,Link goal to intrinsic motivation (dr told me),time insensitive,"User has not completed weekly goal, intrinsic motivation = dr told me, time = before 8 pm",-,Perform physical activity,-,"Hello [name], keep going!",Your doctor endorses your fitness goal. Let's achieve it with some exercise now!,136,,25,80
Help me see my goals as important,Link goal to intrinsic motivation (dr told me),time insensitive,"User has not completed weekly goal, intrinsic motivation = dr told me, time = before 8 pm",-,Perform physical activity,-,"Hey [name], you can do it!",Your doctor backs your fitness goal. Let's validate their support with a workout now!,141,,26,85
Help me see my goals as important,Link goal to intrinsic motivation (dr told me),time insensitive,"User has not completed weekly goal, intrinsic motivation = dr told me, time = before 8 pm",-,Perform physical activity,-,"Hi [name], let's do this!",Your doctor is rooting for your fitness goal. Let's work on it with some physical activity!,138,,25,91
Help me see my goals as important,Link goal to intrinsic motivation (dr told me),time insensitive,"User has not completed weekly goal, intrinsic motivation = dr told me, time = before 8 pm",-,manual log physical activity in the app,-,"Hi [name], remember!",Your doctor believes in your fitness goal. Show your progress by logging your workout in the app now.,147,,20,101
Help me see my goals as important,Link goal to intrinsic motivation (dr told me),time insensitive,"User has not completed weekly goal, intrinsic motivation = dr told me, time = before 8 pm",-,manual log physical activity in the app,-,Good day [name]!,Your doctor supports your fitness journey. Make them proud by logging your workout in the app.,145,,16,94
Help me see my goals as important,Link goal to intrinsic motivation (dr told me),time insensitive,"User has not completed weekly goal, intrinsic motivation = dr told me, time = before 8 pm",-,manual log physical activity in the app,-,"Hello [name], keep going!",Your doctor endorses your fitness goal. Validate their trust by logging your workout in the app now.,149,,25,100
Help me see my goals as important,Link goal to intrinsic motivation (dr told me),time insensitive,"User has notcompleted weekly goal, intrinsic motivation = dr told me, time = before 8 pm",-,manual log physical activity in the app,-,"Hey [name], you can do it!",Your doctor backs your fitness goal. Show your commitment by logging your workout in the app!,139,,26,93
Help me see my goals as important,Link goal to intrinsic motivation (dr told me),time insensitive,"User has not completed weekly goal, intrinsic motivation = dr told me, time = before 8 pm",-,manual log physical activity in the app,-,"Hi [name], let's do this!",Your doctor is rooting for your fitness goal. Demonstrate your progress by logging your workout in the app now.,147,,25,111
Help me see my goals as important,Link goal to intrinsic motivation (family),time insensitive,"User has not completed daily goal, intrinsic motivation = family, time = before 8 pm",-,Perform physical activity,-,"Hi [name], remember!",Your family supports your fitness goal. Let's honor them with some physical activity now!,141,,20,89
Help me see my goals as important,Link goal to intrinsic motivation (family),time insensitive,"User has not completed daily goal, intrinsic motivation = family, time = before 8 pm",-,Perform physical activity,-,Good day [name]!,Your family is rooting for your fitness goal. Let's make them proud with a workout now!,136,,16,87
Help me see my goals as important,Link goal to intrinsic motivation (family),time insensitive,"User has not completed daily goal, intrinsic motivation = family, time = before 8 pm",-,Perform physical activity,-,"Hello [name], keep going!",Your family believes in your fitness goal. Let's achieve it with some exercise now!,137,,25,83
Help me see my goals as important,Link goal to intrinsic motivation (family),time insensitive,"User has not completed daily goal, intrinsic motivation = family, time = before 8 pm",-,Perform physical activity,-,"Hey [name], you can do it!",Your family backs your fitness goal. Let's work towards it with a workout now!,139,,26,78
Help me see my goals as important,Link goal to intrinsic motivation (family),time insensitive,"User has not completed daily goal, intrinsic motivation = family, time = before 8 pm",-,Perform physical activity,-,"Hi [name], let's do this!",Your family is behind your fitness goal. Let's work on it with some physical activity!,135,,25,86
Help me see my goals as important,Link goal to intrinsic motivation (family),time insensitive,"User has not completed daily goal, intrinsic motivation = family, time = before 8 pm",-,manual log physical activity in the app,-,"Hi [name], remember!",Your family supports your fitness goal. Log your workout in the app now.,131,,20,72
Help me see my goals as important,Link goal to intrinsic motivation (family),time insensitive,"User has not completed daily goal, intrinsic motivation = family, time = before 8 pm",-,manual log physical activity in the app,-,Good day [name]!,Your family is rooting for your fitness goal. Log your workout in the app.,135,,16,74
Help me see my goals as important,Link goal to intrinsic motivation (family),time insensitive,"User has not completed daily goal, intrinsic motivation = family, time = before 8 pm",-,manual log physical activity in the app,-,"Hello [name], keep going!",Your family believes in your fitness goal. Log your workout in theapp now.,133,,25,74
Help me see my goals as important,Link goal to intrinsic motivation (family),time insensitive,"User has not completed daily goal, intrinsic motivation = family, time = before 8 pm",-,manual log physical activity in the app,-,"Hey [name], you can do it!",Your family backs your fitness goal. Log your workout in the app!,131,,26,65
Help me see my goals as important,Link goal to intrinsic motivation (family),time insensitive,"User has not completed daily goal, intrinsic motivation = family, time = before 8 pm",-,manual log physical activity in the app,-,"Hi [name], let's do this!",Your family is behind your fitness goal. Log your workout in the app now.,133,,25,73
Help me see my goals as important,Link goal to intrinsic motivation (feel good),time insensitive,"User has not completed weekly goal, intrinsic motivation = feel good, time = before 8 pm",-,Perform physical activity,-,"Hi [name], remember!",Exercise is a great way to feel good. Let's get some physical activity now!,126,,20,75
Help me see my goals as important,Link goal to intrinsic motivation (feel good),time insensitive,"User has not completed weekly goal, intrinsic motivation = feel good, time = before 8 pm",-,Perform physical activity,-,Good day [name]!,Physical activity can boost your mood. Let's do a workout now!,118,,16,62
Help me see my goals as important,Link goal to intrinsic motivation (feel good),time insensitive,"User has not completed weekly goal, intrinsic motivation = feel good, time = before 8 pm",-,Perform physical activity,-,"Hello [name], keep going!",Exercise can make you feel great. Let's get moving now!,113,,25,55
Help me see my goals as important,Link goal to intrinsic motivation (feel good),time insensitive,"User has not completed weekly goal, intrinsic motivation = feel good, time = before 8 pm",-,Perform physical activity,-,"Hey [name], you can do it!",Physical activity is a mood booster. Let's do some exercise now!,121,,26,64
Help me see my goals as important,Link goal to intrinsic motivation (feel good),time insensitive,"User has not completed weekly goal, intrinsic motivation = feel good, time = before 8 pm",-,Perform physical activity,-,"Hi [name], let's do this!",Exercise can help you feel good. Let's get active now!,113,,25,54
Help me see my goals as important,Link goal to intrinsic motivation (feel good),time insensitive,"User has not completed weekly goal, intrinsic motivation = feel good, time = before 8 pm",-,manual log physical activity in the app,-,"Hi [name], remember!",Exercise is a great way to feel good. Log your workout in the app now.,128,,20,70
Help me see my goals as important,Link goal to intrinsic motivation (feel good),time insensitive,"User has not completed weekly goal, intrinsic motivation = feel good, time = before 8 pm",-,manual log physical activity in the app,-,Good day [name]!,Physical activity can boost your mood. Log your workout in the app.,120,,16,67
Help me see my goals as important,Link goal to intrinsic motivation (feel good),time insensitive,"User has not completed weekly goal, intrinsic motivation = feel good, time = before 8 pm",-,manual log physical activity in the app,-,"Hello [name], keep going!",Exercise can make you feel great. Log your workout in theapp now.,115,,25,65
Help me see my goals as important,Link goal to intrinsic motivation (feel good),time insensitive,"User has not completed weekly goal, intrinsic motivation = feel good, time = before 8 pm",-,manual log physical activity in the app,-,"Hey [name], you can do it!",Physical activity is a mood booster. Log your workout in the app!,123,,26,65
Help me see my goals as important,Link goal to intrinsic motivation (feel good),time insensitive,"User has not completed weekly goal, intrinsic motivation = feel good, time = before 8 pm",-,manual log physical activity in the app,-,"Hi [name], let's do this!",Exercise can help you feel good. Log your workout in the app now.,115,,25,65
Help me see my goals as important,Link goal to intrinsic motivation (look good),time insensitive,"User has not completed weekly goal, intrinsic motivation = look good, time = before 8 pm",-,Perform physical activity,-,"Hi [name], let's get moving!","Remember, every step you take brings you closer to looking your best. Let's get some physical activity in!",108,,28,106
Help me see my goals as important,Link goal to intrinsic motivation (look good),time insensitive,"User has not completed weekly goal, intrinsic motivation = look good, time = before 8 pm",-,Perform physical activity,-,"Hey [name], ready to shine?",Physical activity is a key part of looking your best. Let's get moving and work towards your goal!,130,,27,98
Help me see my goals as important,Link goal to intrinsic motivation (look good),time insensitive,"User has not completed weekly goal, intrinsic motivation = look good, time = before 8 pm",-,Perform physical activity,-,"[name], let's look our best!",Every bit of physical activity helps you look your best. Let's get moving and achieve your goal!,124,,28,96
Help me see my goals as important,Link goal to intrinsic motivation (look good),time insensitive,"User has not completed weekly goal, intrinsic motivation = look good, time = before 8 pm",-,Perform physical activity,-,"[name], time to glow!",Physical activity is a great way to look your best. Let's get active and work towards your goal!,122,,21,96
Help me see my goals as important,Link goal to intrinsic motivation (look good),time insensitive,"User has not completed weekly goal, intrinsic motivation = look good, time = before 8 pm",-,Perform physical activity,-,"Let's go, [name]!","Remember, physical activity is key to looking your best. Let's get moving and achieve your goal!",125,,17,96
Help me see my goals as important,Link goal to intrinsic motivation (look good),time insensitive,"User has not completed weekly goal, intrinsic motivation = look good, time = before 8 pm",-,Manual log physical activity in the app,-,"Hi [name], time to log!",Remember to log your physical activity in the app. Every step counts towards looking your best!,114,,23,95
Help me see my goals as important,Link goal to intrinsic motivation (look good),time insensitive,"User has not completed weekly goal, intrinsic motivation = look good, time = before 8 pm",-,Manual log physical activity in the app,-,"[name], log your progress!",Don't forget to log your physical activity. It's all part of the journey to looking your best!,122,,26,94
Help me see my goals as important,Link goal to intrinsic motivation (look good),time insensitive,"User has not completed weekly goal, intrinsic motivation = look good, time = before 8 pm",-,Manual log physical activity in the app,-,"[name], track your steps!",Logging your physical activity helps you see your progress towards looking your best. Let's log it now!,128,,25,103
Help me see my goals as important,Link goal to intrinsic motivation (look good),time insensitive,"User has not completed weekly goal, intrinsic motivation = look good, time = before 8 pm",-,Manual log physical activity in the app,-,"[name], let's log activity!",Every bit of physical activity counts towards looking your best. Don't forget to log it in the app!,124,,27,99
Help me see my goals as important,Link goal to intrinsic motivation (look good),time insensitive,"User has not completed weekly goal, intrinsic motivation = look good, time = before 8 pm",-,Manual log physical activity in the app,-,"Time to log, [name]!",Logging your physical activity is a step towards looking your best. Let's log your activity now!,123,,20,96
Help me see my goals as important,Link goal to success,9:00 AM,user set new goal yesterday,-,Perform physical activity,-,"Good morning, [name]!",Let's work towards your new goal with some physical activity. Success is just around the corner!,122,,21,96
Help me see my goals as important,Link goal to success,9:00 AM,user set new goal yesterday,-,Perform physical activity,-,"[name], let's achieve success!",Your new goal is a step towards success. Let's get moving and make progress today!,117,,30,82
Help me see my goals as important,Link goal to success,9:00 AM,user set new goal yesterday,-,Perform physical activity,-,"[name], let's hit your goal!",Every bit of physical activity brings you closer to success. Let's work on your new goal today!,120,,28,95
Help me see my goals as important,Link goal to success,9:00 AM,user set new goal yesterday,-,Perform physical activity,-,"Let's go, [name]!",Your new goal is a step towards success. Let's get active and work towards achieving it!,116,,17,88
Help me see my goals as important,Link goal to success,9:00 AM,user set new goal yesterday,-,Perform physical activity,-,"[name], time to succeed!",Physical activity is key to achieving your new goal. Let's get moving and embrace success!,118,,24,90
Help me see my goals as important,Link goal to success,9:00 AM,user set new goal yesterday,-,Manual log physical activity in the app,-,"[name], log your progress!",Remember to log your physical activity. Every step is a step towards success and your new goal!,128,,26,95
Help me see my goals as important,Link goal to success,9:00 AM,user set new goal yesterday,-,Manual log physical activity in the app,-,"Time to log, [name]!",Logging your physical activity is key to achieving your new goal. Let's log your progress towards success!,130,,20,106
Help me see my goals as important,Link goal to success,9:00 AM,user set new goal yesterday,-,Manual log physical activity in the app,-,"[name], track your steps!",Don't forget to log your physical activity. It's all part of the journey to success and your new goal!,127,,25,102
Help me see my goals as important,Link goal to success,9:00 AM,user set new goal yesterday,-,Manual log physical activity in the app,-,"Hi [name], time to log!",Remember to log your physical activity. It's a crucial part of achieving your new goal and success!,128,,23,99
Help me see my goals as important,Link goal to success,9:00 AM,user set new goal yesterday,-,Manual log physical activity in the app,-,"[name], log your activity!",Logging your physical activity helps track your progress towards success and your new goal. Let's log it now!,130,,26,109
Help me see my goals as important,Link PA goal to overall goal,time insensitive,"User has not completed daily goal, high level goal chosen = lose weight or Increase PA",-,Perform physical activity,-,"[name], let's reach your goal!",Your physical activity goal is tied to your overall goal. Let's get moving and make progress today!,124,,30,99
Help me see my goals as important,Link PA goal to overall goal,time insensitive,"User has not completed daily goal, high level goal chosen = lose weight or Increase PA",-,Perform physical activity,-,"[name], let's get active!",Every bit of physical activity brings you closer to your overall goal. Let's work on it today!,120,,25,94
